date,open,high,low,close,volume
2025-03-03,161.12016239592322,158.6042188221453,156.64252399191523,157.62337140703025,15581503.0
2025-03-04,157.62337140703025,157.46854733389114,155.34110723061585,156.40482728225348,6128010.0
2025-03-05,156.40482728225348,154.76139659885868,154.12695380006062,154.44417519945966,21261063.0
2025-03-06,154.44417519945966,155.9778919288657,155.2663541652596,155.62212304706264,12791353.0
2025-03-07,155.62212304706264,156.7379159424966,153.86176428017666,155.29984011133664,15271906.0
2025-03-10,155.29984011133664,159.2422874656929,156.75141015642478,157.99684881105884,12157973.0
2025-03-11,157.99684881105884,161.80697472538694,156.13373744900528,158.9703560871961,14601412.0
2025-03-12,158.9703560871961,159.35563302134247,159.33774027722203,159.34668664928225,6689055.0
2025-03-13,159.34668664928225,160.76100009815323,158.88299295067597,159.8219965244146,23787017.0
2025-03-14,159.8219965244146,158.62369694285877,154.43767478498006,156.53068586391942,22291857.0
2025-03-17,156.53068586391942,156.83786324982708,155.94769864943171,156.39278094962938,7231696.0
2025-03-18,156.39278094962938,155.85930424011602,154.52264064818556,155.1909724441508,16100705.0
2025-03-19,155.1909724441508,157.84617716721354,157.65668080995772,157.75142898858562,7179529.0
2025-03-20,157.75142898858562,160.57027795532585,159.1249758858382,159.84762692058203,16355133.0
2025-03-21,159.84762692058203,159.8674281666233,158.87726772026025,159.37234794344178,10300061.0
2025-03-24,159.37234794344178,159.65925608040052,157.64748866539014,158.65337237289535,13054185.0
2025-03-25,158.65337237289535,161.48849141570295,161.20092705526756,161.34470923548525,18961538.0
2025-03-26,161.34470923548525,168.27207679470288,163.8927844109328,166.08243060281785,9139190.0
2025-03-27,166.08243060281785,170.1943021399219,167.2109766979824,168.70263941895215,5584058.0
2025-03-28,168.70263941895215,172.22318886944348,169.15843927712288,170.69081407328318,10534859.0
2025-03-31,170.69081407328318,170.4262780978385,170.1745711921475,170.300424644993,9786395.0
2025-04-01,170.300424644993,165.539173953931,162.23423675639563,163.88670535516331,17175197.0
2025-04-02,163.88670535516331,163.3886439145093,161.56395518658925,162.47629955054927,8939218.0
2025-04-03,162.47629955054927,166.05503451925495,162.67561367535518,164.36532409730506,23687243.0
2025-04-04,164.36532409730506,166.44377295536069,166.26222982482048,166.35300139009058,5693204.0
2025-04-07,166.35300139009058,164.76080026755153,163.5937345274129,164.1772673974822,12313245.0
2025-04-08,164.1772673974822,167.14329618364508,164.77527748145226,165.95928683254866,22280785.0
2025-04-09,165.95928683254866,165.35597278667763,162.3916785140164,163.87382565034702,24765629.0
2025-04-10,163.87382565034702,166.31279927738674,164.9686611398929,165.64073020863984,11167675.0
2025-04-11,165.64073020863984,163.52984405178577,163.34294410854406,163.43639408016492,7519736.0
2025-04-14,163.43639408016492,166.30506953885046,163.23064389989918,164.7678567193748,14415668.0
2025-04-15,164.7678567193748,166.29530277660078,165.96468182248236,166.12999229954156,21764636.0
2025-04-16,166.12999229954156,167.97623524628327,167.69519123713195,167.8357132417076,6867118.0
2025-04-17,167.8357132417076,165.12306807624256,164.89593219004377,165.00950013314318,11723334.0
2025-04-18,165.00950013314318,165.38280545792477,162.87000194416893,164.12640370104685,20714824.0
2025-04-21,164.12640370104685,163.8570678604266,163.0596113721127,163.45833961626965,13361008.0
2025-04-22,163.45833961626965,159.9419517805449,158.02792436814426,158.98493807434457,10942340.0
2025-04-23,158.98493807434457,161.29974955073908,158.41879117741038,159.85927036407475,18796493.0
2025-04-24,159.85927036407475,162.12694264876063,157.90098405287898,160.0139633508198,9925427.0
2025-04-25,160.0139633508198,161.55909526929307,157.45111464881026,159.50510495905166,13929096.0
2025-04-28,159.50510495905166,160.35478445517776,159.3663007397701,159.86054259747394,23239373.0
2025-04-29,159.86054259747394,160.54625234682905,158.77062464684488,159.65843849683696,15210620.0
2025-04-30,159.65843849683696,158.697579328555,153.55548381599687,156.12653157227592,23817653.0
2025-05-01,156.12653157227592,159.05275674517648,153.96484553478186,156.50880113997917,19248194.0
2025-05-02,156.50880113997917,159.97805346278736,159.4619173372589,159.71998540002315,7319552.0
2025-05-05,159.71998540002315,168.01692898170907,161.5218657612285,164.76939737146878,18138266.0
2025-05-06,164.76939737146878,163.54894549061154,163.07853238001692,163.31373893531423,11201502.0
2025-05-07,163.31373893531423,166.9993174136755,166.4707384313505,166.73502792251298,18528394.0
2025-05-08,166.73502792251298,165.74593336728705,165.5536863268107,165.64980984704889,23272537.0
2025-05-09,165.64980984704889,165.79191153691715,165.4644926997806,165.6282021183489,10649856.0
2025-05-12,165.6282021183489,166.01666685762495,165.03213986849704,165.524403363061,10844697.0
2025-05-13,165.524403363061,164.51907192685167,162.48118540833863,163.50012866759516,13389592.0
2025-05-14,163.50012866759516,163.42415607153748,162.539324578955,162.98174032524625,20180476.0
2025-05-15,162.98174032524625,165.4783825757582,162.8833471125356,164.1808648441469,19390713.0
2025-05-16,164.1808648441469,162.67608298959567,161.35119332118387,162.01363815538977,8170497.0
2025-05-19,162.01363815538977,165.22023740841954,165.09856938008554,165.15940339425254,22846332.0
2025-05-20,165.15940339425254,165.2955212760624,162.3344361111208,163.8149786935916,7952162.0
2025-05-21,163.8149786935916,169.75653973499,166.52723112305998,168.141885429025,17263437.0
2025-05-22,168.141885429025,161.28305367940564,160.49273178462033,160.88789273201297,16051094.0
2025-05-23,160.88789273201297,163.61273558359989,156.28441189725092,159.94857374042542,15727834.0
2025-05-26,159.94857374042542,159.09029342512508,157.24247858521426,158.16638600516967,20584082.0
2025-05-27,158.16638600516967,160.2191602295851,160.15827957232784,160.18871990095647,13515670.0
2025-05-28,160.18871990095647,161.9534946004203,160.02163149383716,160.98756304712873,8076312.0
2025-05-29,160.98756304712873,164.34352619249276,162.86224616182855,163.60288617716066,21813310.0
2025-05-30,163.60288617716066,165.56413546793212,165.12066077832208,165.34239812312708,16738658.0
2025-06-02,165.34239812312708,167.06619174251588,165.95871095770505,166.51245135011047,12038148.0
2025-06-03,166.51245135011047,163.4622600558978,163.3055910325555,163.38392554422663,20010568.0
2025-06-04,163.38392554422663,169.9983954247827,166.35671175929605,168.17755359203937,10309332.0
2025-06-05,168.17755359203937,165.92981509790238,165.6934585080576,165.81163680298,19579982.0
2025-06-06,165.81163680298,169.1342618575947,167.66174299222405,168.39800242490938,14476951.0
2025-06-09,168.39800242490938,164.6239029682311,164.20274562444632,164.41332429633871,6207359.0
2025-06-10,164.41332429633871,168.83694233658736,168.57769833650698,168.70732033654718,22526515.0
2025-06-11,168.70732033654718,170.5489490811153,167.38774375671605,168.96834641891567,15802934.0
2025-06-12,168.96834641891567,168.13648865743713,162.1207213661942,165.12860501181567,21826686.0
2025-06-13,165.12860501181567,168.9660976113118,165.61136206786213,167.28872983958698,24149204.0
2025-06-16,167.28872983958698,169.84099435176628,168.6204260871875,169.2307102194769,12677180.0
2025-06-17,169.2307102194769,171.19317263493053,166.63477704450798,168.91397483971926,7336616.0
2025-06-18,168.91397483971926,168.2145203790199,164.99632279206162,166.60542158554074,23492942.0
2025-06-19,166.60542158554074,165.7426630000592,165.3931769581733,165.56791997911625,5859316.0
2025-06-20,165.56791997911625,170.18791577426927,167.8179055799566,169.00291067711294,5801384.0
2025-06-23,169.00291067711294,170.90157861040305,168.13880964771323,169.52019412905815,23333306.0
2025-06-24,169.52019412905815,172.89176702418095,171.65325062536272,172.27250882477182,24241103.0
2025-06-25,172.27250882477182,176.35092328206815,173.42773731408897,174.88933029807856,15201220.0
2025-06-26,174.88933029807856,175.96837203619086,174.284784488693,175.1265782624419,21280573.0
2025-06-27,175.1265782624419,179.7587456596841,173.1166465250464,176.43769609236526,13529142.0
2025-06-30,176.43769609236526,179.45603216391362,178.08099407879064,178.76851312135213,7096514.0
2025-07-01,178.76851312135213,179.91762718541864,178.85923189569544,179.38842954055704,19521076.0
2025-07-02,179.38842954055704,179.87598294655174,173.49755361173152,176.68676827914163,16912457.0
2025-07-03,176.68676827914163,176.4037089693395,175.58424873451736,175.99397885192843,12479012.0
2025-07-04,175.99397885192843,178.98583158091054,176.94905134767757,177.96744146429404,12775204.0
2025-07-07,177.96744146429404,178.2726075247536,178.2315935722027,178.25210054847815,8512213.0
2025-07-08,178.25210054847815,181.28186844801036,174.62077015562,177.95131930181518,23730957.0
2025-07-09,177.95131930181518,184.16828973934582,178.93424384225426,181.55126679080004,20170908.0
2025-07-10,181.55126679080004,183.44452177262454,178.1802920471013,180.81240690986291,20221462.0
2025-07-11,180.81240690986291,182.88445858763433,180.18493475111038,181.53469666937235,18596217.0
2025-07-14,181.53469666937235,184.3989620090863,182.19862982293887,183.29879591601258,20039012.0
2025-07-15,183.29879591601258,187.17301215886587,185.88595726441517,186.52948471164052,9136978.0
2025-07-16,186.52948471164052,185.28803239283653,184.76917496100953,185.028603676923,21460328.0
2025-07-17,185.028603676923,186.1974008865863,183.5217755450712,184.85958821582875,10428461.0
2025-07-18,184.85958821582875,189.37541443024222,187.62947873035515,188.50244658029868,15775020.0
2025-07-21,188.50244658029868,190.83052732275547,186.2499363247419,188.54023182374868,13733402.0
2025-07-22,188.54023182374868,194.07568231452245,189.56588791922823,191.82078511687533,12600902.0
2025-07-23,191.82078511687533,194.4159905332477,190.66749758150019,192.54174405737396,5664248.0
2025-07-24,192.54174405737396,195.54311295523036,192.19103815225682,193.8670755537436,19665152.0
2025-07-25,193.8670755537436,196.37707601424705,195.11852237898398,195.74779919661552,16051448.0
2025-07-28,195.74779919661552,197.32246163060404,193.5260149170683,195.42423827383618,17942669.0
2025-07-29,195.42423827383618,199.26312587620353,196.24126935177176,197.75219761398765,13824405.0
2025-07-30,197.75219761398765,196.6296823397909,193.31774212827065,194.97371223403078,18178196.0
2025-07-31,194.97371223403078,194.65946450359823,192.74358801495168,193.70152625927497,6211355.0
2025-08-01,193.70152625927497,191.47959675935186,189.20434418469875,190.3419704720253,7313665.0
2025-08-04,190.3419704720253,193.48531328663125,190.5591011093095,192.02220719797037,7467448.0
2025-08-05,192.02220719797037,192.19293328728628,190.3221027583853,191.2575180228358,18744472.0
2025-08-06,191.2575180228358,194.23959569065747,192.0199403839404,193.12976803729893,16845050.0
2025-08-07,193.12976803729893,190.02078990018074,188.6824687776919,189.3516293389363,5152264.0
2025-08-08,189.3516293389363,187.44893117801217,185.45158064436635,186.45025591118926,24909376.0
2025-08-11,186.45025591118926,182.807637011833,181.52484365690864,182.16624033437083,18295375.0
2025-08-12,182.16624033437083,184.70539167179845,184.46876393836078,184.58707780507962,15594105.0
2025-08-13,184.58707780507962,185.94965648726523,184.07705671120377,185.0133565992345,18412774.0
2025-08-14,185.0133565992345,183.60016384197047,182.77206011974496,183.18611198085773,10734924.0
2025-08-15,183.18611198085773,188.01096757055217,186.86675430894633,187.43886093974925,5222870.0
2025-08-18,187.43886093974925,191.62959806247213,191.22154399289437,191.42557102768325,21940921.0
2025-08-19,191.42557102768325,192.74437193028584,191.1859884747537,191.96518020251978,20421443.0
2025-08-20,191.96518020251978,195.20720628928927,193.0683789782968,194.13779263379303,11242077.0
2025-08-21,194.13779263379303,200.37704632884578,197.6908645678061,199.03395544832594,20354179.0
2025-08-22,199.03395544832594,196.66629896056443,195.97657742282544,196.32143819169494,14413844.0
2025-08-25,196.32143819169494,197.23026484815438,194.69385715225638,195.96206100020538,18933777.0
2025-08-26,195.96206100020538,198.87184555794593,195.0138030302979,196.94282429412192,24372153.0
2025-08-27,196.94282429412192,199.47244995435295,197.43492368150527,198.4536868179291,20486041.0
2025-08-28,198.4536868179291,198.70948132315831,194.48005564005865,196.59476848160847,8288533.0
2025-08-29,196.59476848160847,197.29015431187696,195.07795276044396,196.18405353616046,12360721.0
2025-09-01,196.18405353616046,198.5177289563013,196.06185237863065,197.28979066746598,12553067.0
2025-09-02,197.28979066746598,201.09419722259702,196.5889526966418,198.8415749596194,16937878.0
2025-09-03,198.8415749596194,200.76949031526496,198.97886696530568,199.87417864028532,21645288.0
2025-09-04,199.87417864028532,200.78966936259332,198.8612634444735,199.8254664035334,11576706.0
2025-09-05,199.8254664035334,206.25510676887666,202.82652646639772,204.5408166176372,11408611.0
2025-09-08,204.5408166176372,210.48709921991565,208.96811914829465,209.72760918410515,9592388.0
2025-09-09,209.72760918410515,215.06606433559057,210.1188132309608,212.5924387832757,12249410.0
2025-09-10,212.5924387832757,218.32955513699466,207.6875262123,213.00854067464735,23573912.0
2025-09-11,213.00854067464735,216.46794772884144,215.40859444099868,215.93827108492007,15754071.0
2025-09-12,215.93827108492007,220.1631603248117,215.27819706917103,217.72067869699137,9956267.0
2025-09-15,217.72067869699137,222.08139365807358,220.07190293176157,221.0766482949176,13238716.0
2025-09-16,221.0766482949176,222.93877699929124,219.48435171362766,221.21156435645943,16675351.0
2025-09-17,221.21156435645943,221.82424318928807,221.54383020222707,221.68403669575758,13722336.0
2025-09-18,221.68403669575758,226.7010766604425,222.51595566759335,224.6085161640179,15203624.0
2025-09-19,224.6085161640179,228.15395845653217,222.4375678832238,225.29576316987797,19542215.0
2025-09-22,225.29576316987797,219.94592194445318,215.77108541607515,217.85850368026416,6632101.0
2025-09-23,217.85850368026416,214.09397975901356,213.33321556705818,213.71359766303587,7038713.0
2025-09-24,213.71359766303587,214.00057639231835,209.71385733728275,211.85721686480053,7864588.0
2025-09-25,211.85721686480053,212.810171841165,209.306121116855,211.05814647901,10342066.0
2025-09-26,211.05814647901,212.33077499902086,206.46281048386825,209.39679274144456,11855038.0
2025-09-29,209.39679274144456,206.99420013796166,203.71947035881914,205.35683524839038,13788264.0
2025-09-30,205.35683524839038,212.90282404489713,210.86887716484026,211.8858506048687,10104545.0
2025-10-01,211.8858506048687,215.57603150464598,214.6132942241034,215.0946628643747,21528132.0
2025-10-02,215.0946628643747,215.05868141321577,214.13705826358043,214.59786983839808,11089851.0
2025-10-03,214.59786983839808,215.041087282126,212.27694816266148,213.65901772239374,15872136.0
2025-10-06,213.65901772239374,214.60999711148756,211.9015827453013,213.25578992839442,10396538.0
2025-10-07,213.25578992839442,217.3987010322361,208.46628793995887,212.93249448609748,9499144.0
2025-10-08,212.93249448609748,212.1356493403088,210.88986072220027,211.51275503125453,21253017.0
2025-10-09,211.51275503125453,218.81060301407652,214.01317516396395,216.41188908902024,8426779.0
2025-10-10,216.41188908902024,216.22747626414525,215.15669618816446,215.69208622615486,6047357.0
2025-10-13,215.69208622615486,215.3707363626803,210.30725724540457,212.83899680404244,15474129.0
2025-10-14,212.83899680404244,212.01307310161943,211.4487962319039,211.73093466676167,23128957.0
2025-10-15,211.73093466676167,214.5295680074136,212.13426126033886,213.33191463387624,10168574.0
2025-10-16,213.33191463387624,212.30216920256225,210.17137882584734,211.2367740142048,16481821.0
2025-10-17,211.2367740142048,211.88945371106752,208.87999436293333,210.38472403700044,22702575.0
2025-10-20,210.38472403700044,217.32076620706067,210.8784073318857,214.0995867694732,5133845.0
2025-10-21,214.0995867694732,214.7202649412242,212.97133155851807,213.84579824987114,24729307.0
2025-10-22,213.84579824987114,211.48312984718393,210.8869443354671,211.1850370913255,23373971.0
2025-10-23,211.1850370913255,213.7583451198967,208.682337794873,211.22034145738485,24805449.0
2025-10-24,211.22034145738485,211.43615396469806,206.44021785593327,208.93818591031567,24458768.0
2025-10-27,208.93818591031567,210.47890652012063,208.16172830840077,209.3203174142607,20084541.0
2025-10-28,209.3203174142607,213.29874433588444,211.2380157290939,212.26838003248915,14809031.0
2025-10-29,212.26838003248915,211.6373738895442,211.3585399244921,211.49795690701814,15264876.0
2025-10-30,211.49795690701814,210.80185624854346,208.77104985257193,209.7864530505577,13163872.0
2025-10-31,209.7864530505577,208.61092642557108,207.96910316838162,208.29001479697635,21709614.0
2025-11-03,208.29001479697635,209.48337962230244,206.51212900279575,207.9977543125491,19435307.0
2025-11-04,207.9977543125491,212.9769131470023,206.06061785933892,209.5187655031706,16488355.0
2025-11-05,209.5187655031706,211.2113642298821,210.50261830836337,210.85699126912272,10133844.0
2025-11-06,210.85699126912272,215.6083076798136,213.2502349578226,214.4292713188181,6665396.0
2025-11-07,214.4292713188181,224.07026798495198,221.52574768279376,222.79800783387287,12440734.0
2025-11-10,222.79800783387287,222.65968784768702,220.1013252920402,221.3805065698636,10389871.0
2025-11-11,221.3805065698636,223.92793058113253,220.94928479288276,222.43860768700765,24522657.0
2025-11-12,222.43860768700765,225.3071993848169,223.08226061347662,224.19472999914674,18161286.0
2025-11-13,224.19472999914674,227.56295650115976,221.2403677916967,224.40166214642824,20074320.0
2025-11-14,224.40166214642824,223.85852923850928,222.99922375875354,223.4288764986314,22042673.0
2025-11-17,223.4288764986314,223.86737449472045,223.50918088251956,223.68827768862,11272891.0
2025-11-18,223.68827768862,221.2093645059696,220.8966343068233,221.05299940639645,18146172.0
2025-11-19,221.05299940639645,222.04287760273036,220.7187410544189,221.38080932857463,7261957.0
2025-11-20,221.38080932857463,224.64970758602354,223.4377067961867,224.0437071911051,13898312.0
2025-11-21,224.0437071911051,230.48279250758972,228.02132412121017,229.25205831439996,10709664.0
2025-11-24,229.25205831439996,230.92482139267,227.32734991587193,229.12608565427095,17951119.0
2025-11-25,229.12608565427095,229.3359200178904,223.22604194320613,226.28098098054826,24286029.0
2025-11-26,226.28098098054826,226.44473032118643,220.81814057218273,223.63143544668458,8718850.0
2025-11-27,223.63143544668458,227.7584848688,223.2404973073863,225.49949108809315,16480967.0
2025-11-28,225.49949108809315,227.69783674277784,220.24750478405846,223.97267076341814,14694673.0
2025-12-01,223.97267076341814,221.63976353722185,219.0689913900158,220.35437746361885,11704132.0
2025-12-02,220.35437746361885,220.6140613751936,217.78240976234753,219.19823556877054,18136797.0
2025-12-03,219.19823556877054,224.7417966581587,221.17368588309648,222.9577412706276,14922723.0
2025-12-04,222.9577412706276,227.10783744938476,221.64331732737125,224.375577388378,10832731.0
2025-12-05,224.375577388378,225.39303409931318,221.33005847510967,223.3615462872114,14520728.0
2025-12-08,223.3615462872114,223.05573003264539,221.55215122289593,222.30394062777066,12197675.0
2025-12-09,222.30394062777066,226.58244849376152,223.64203454081513,225.11224151728834,24287816.0
2025-12-10,225.11224151728834,226.62725923802648,225.97134110193454,226.2993001699805,17829509.0
2025-12-11,226.2993001699805,229.39549965522804,228.72845063294267,229.06197514408535,15135044.0
2025-12-12,229.06197514408535,231.8128639746804,229.9370781678216,230.874971071251,23114595.0
2025-12-15,230.874971071251,232.55143012275494,232.18950630783883,232.37046821529688,9950129.0
2025-12-16,232.37046821529688,230.9540971989502,229.11267761449676,230.03338740672348,11253075.0
2025-12-17,230.03338740672348,232.07532531285975,232.05372095022565,232.0645231315427,8537522.0
2025-12-18,232.0645231315427,233.67271353279392,233.24076356396043,233.4567385483772,18459889.0
2025-12-19,233.4567385483772,233.67649987664325,230.27005149926214,231.9732756879527,14438297.0
2025-12-22,231.9732756879527,233.54289901608104,227.68617132165954,230.6145351688703,5385066.0
2025-12-23,230.6145351688703,232.4112394172224,229.34269040417723,230.87696491069983,11736269.0
2025-12-24,230.87696491069983,237.50506539588193,232.16213765745735,234.83360152666964,23789864.0
2025-12-25,234.83360152666964,235.68572732069984,228.9265401994979,232.30613376009887,8480428.0
2025-12-26,232.30613376009887,238.00056815777543,232.95479671401426,235.47768243589485,14530552.0
2025-12-29,235.47768243589485,235.42961446380195,234.86263385322314,235.14612415851255,12541652.0
2025-12-30,235.14612415851255,240.4445956994518,234.9674382985314,237.7060169989916,16657261.0
2025-12-31,237.7060169989916,236.7930640182609,236.43527719674745,236.61417060750418,21076929.0
2026-01-01,236.61417060750418,240.33692149249347,240.1530699621053,240.2449957272994,17950079.0
2026-01-02,240.2449957272994,240.70055567332463,238.5558889438964,239.6282223086105,20876531.0
2026-01-05,239.6282223086105,240.27868480438687,237.36779940695047,238.82324210566867,10137423.0
2026-01-06,238.82324210566867,245.7629550938716,241.58178537069895,243.6723702322853,6127356.0
2026-01-07,243.6723702322853,243.40697025277925,240.79817228575448,242.10257126926686,14029604.0
2026-01-08,242.10257126926686,247.1799105108036,246.9911070967151,247.08550880375935,24867656.0
2026-01-09,247.08550880375935,245.6129159493744,245.19100234552707,245.40195914745075,13445798.0
2026-01-12,245.40195914745075,242.42499429187276,242.24419905139578,242.33459667163427,15386165.0
2026-01-13,242.33459667163427,243.05135645025402,238.08085611335787,240.56610628180596,8240635.0
2026-01-14,240.56610628180596,237.53931944788332,235.217338610117,236.37832902900016,23521141.0
2026-01-15,236.37832902900016,238.14916133210306,231.64469609601687,234.89692871405998,18324701.0
2026-01-16,234.89692871405998,236.3974315755495,232.18529575172886,234.29136366363917,18918728.0
2026-01-19,234.29136366363917,241.46789211361832,238.9353551513387,240.20162363247852,14522515.0
2026-01-20,240.20162363247852,242.67127402512406,241.22971676551396,241.95049539531902,19371861.0
2026-01-21,241.95049539531902,246.63605370038516,240.06162860568378,243.34884115303447,16257980.0
2026-01-22,243.34884115303447,249.82762308887817,242.96795361142802,246.3977883501531,13264032.0
2026-01-23,246.3977883501531,254.04371647486857,248.72076909018418,251.38224278252636,12208855.0
2026-01-26,251.38224278252636,250.89256858861756,248.86622958511666,249.87939908686712,10217300.0
2026-01-27,249.87939908686712,255.4435217532964,245.92508334229606,250.68430254779625,9831964.0
2026-01-28,250.68430254779625,246.88028532513323,246.0423550307394,246.4613201779363,23778303.0
2026-01-29,246.4613201779363,251.59515050780752,247.13562949804566,249.36539000292657,6696657.0
2026-01-30,249.36539000292657,247.54977213995213,243.16625112230247,245.3580116311273,9212233.0
2026-02-02,245.3580116311273,246.81642662960513,244.8230838464405,245.81975523802282,6958713.0
2026-02-03,245.81975523802282,243.219161917499,242.7782685078906,242.9987152126948,23240603.0
2026-02-04,242.9987152126948,246.91343172964685,246.12917454196094,246.5213031358039,18109462.0
2026-02-05,246.5213031358039,246.56713346963772,245.41821746357152,245.99267546660462,7108268.0
2026-02-06,245.99267546660462,248.4373970448508,245.10423859249934,246.77081781867506,18817524.0
2026-02-09,246.77081781867506,248.06057063808575,244.28991482792634,246.17524273300603,8616794.0
2026-02-10,246.17524273300603,245.37769168585567,245.00117836955246,245.18943502770406,16661789.0
2026-02-11,245.18943502770406,246.5302486643932,241.6953034517353,244.11277605806424,23679025.0
2026-02-12,244.11277605806424,244.60311962675107,241.84400708943977,243.22356335809542,14804141.0
2026-02-13,243.22356335809542,243.77231163854304,243.53021597354743,243.65126380604522,24054527.0
2026-02-16,243.65126380604522,245.66129424030908,243.6737050489569,244.66749964463298,7395865.0
2026-02-17,244.66749964463298,247.99438385206017,245.866188622946,246.93028623750308,14282167.0
2026-02-18,246.93028623750308,246.70618104854978,246.30935024431923,246.5077656464345,5125219.0
2026-02-19,246.5077656464345,245.87329038174985,241.67808116936484,243.77568577555735,13264251.0
2026-02-20,243.77568577555735,244.21674398747714,241.18772364926025,242.70223381836868,9950251.0
2026-02-23,242.70223381836868,248.4173108509549,246.604160530566,247.51073569076044,19163158.0
2026-02-24,247.51073569076044,250.71464112170418,246.38959576549934,248.55211844360176,6063112.0
2026-02-25,248.55211844360176,248.79000657053288,247.91242107021998,248.35121382037642,19703928.0
2026-02-26,248.35121382037642,252.06278078683698,248.94349181967883,250.5031363032579,9762505.0
2026-02-27,250.5031363032579,252.55989575460538,249.9939206364242,251.27690819551478,22651705.0
2026-03-02,251.27690819551478,254.98788739677468,250.0449263784243,252.5164068875995,13408357.0
2026-03-03,252.5164068875995,255.59734253586987,254.1882630104635,254.8928027731667,6810447.0
2026-03-04,254.8928027731667,261.7855920804642,253.47229040947013,257.62894124496717,14057814.0
2026-03-05,257.62894124496717,266.8508036125622,266.03375209008254,266.4422778513224,18168503.0
2026-03-06,266.4422778513224,269.07075318350434,260.0737336973303,264.5722434404173,16457161.0
2026-03-09,264.5722434404173,265.3745851578565,264.0613679231002,264.71797654047833,10565380.0
2026-03-10,264.71797654047833,264.8699499662417,263.1524385366557,264.01119425144867,7172952.0
2026-03-11,264.01119425144867,271.78343729383374,267.5086153618212,269.6460263278275,24387006.0
2026-03-12,269.6460263278275,272.11020515744855,260.5435475040125,266.32687633073056,24514409.0
